N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,Unnamed: 25,Unnamed: 26,avg
652,Junior Software Engineer,Swift,,2.0,2.0,1400,900,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,26,Вища,ХНЕУ,False,Intermediate (середній),iOS,12/06/2017 14:54:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",2.0,2.0,1400,,DEV,,,1400
653,Senior Software Engineer,JavaScript,,5.0,3.0,3700,300,Київ,до 200 осіб,Аутстафінгова,чоловіча,23,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),"Веб-розробка,Фінанси та банкінг",12/06/2017 14:54:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,3.0,3700,,DEV,,,3700
654,Senior QA engineer,,Manual QA,5.0,2.0,1900,200,Дніпро,до 50 осіб,Аутсорсингова,чоловіча,31,Вища,НметАУ,False,Pre-intermediate (нище середнього),"Веб-розробка,Корпоративні системи",12/06/2017 14:55:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,1900,,QA,,,1900
655,QA engineer,,Manual QA,2.0,1.5,712,300,Дніпро,більше 1000 осіб,Аутсорсингова,жіноча,23,Дві вищих,НметАУ,False,Upper-Intermediate (вище середнього),"Desktop Applications,Веб-розробка",12/06/2017 14:55:07,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,712,,QA,,,712
656,QA engineer,,Manual QA,3.0,0.25,2000,500,Київ,до 200 осіб,Продуктова,чоловіча,25,Неповна Вища,Інший ВНЗ,False,Intermediate (середній),"Веб-розробка,Інше",12/06/2017 14:55:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,2000,,QA,,,2000
657,Technical Lead,C#/.NET,,,1.5,5000,1000,Київ,до 1000 осіб,Аутсорсингова,чоловіча,32,Вища,ХНУРЕ,False,Advanced (просунутий),Веб-розробка,12/06/2017 14:56:05,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,5000,,SDEV,,,5000
658,QA engineer,,General QA,2.0,,1300,600,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,28,Вища,ДНУЗТ,False,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 14:56:05,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,0.0,1300,,QA,,,1300
659,QA engineer,,Manual QA,4.0,4.0,1520,500,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,28,Вища,Львівська Політехніка,False,Upper-Intermediate (вище середнього),"Android,iOS",12/06/2017 14:56:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,4.0,1520,,QA,,,1520
660,QA engineer,,Manual QA,1.5,,600,0,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,25,Вища,ДНУ ім. Гончара,False,Intermediate (середній),"Android,iOS",12/06/2017 14:56:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,600,,QA,,,600
661,Junior Software Engineer,JavaScript,,1.0,1.0,700,400,Київ,до 50 осіб,Аутсорсингова,чоловіча,21,Технікум / Коледж,,False,Intermediate (середній),Веб-розробка,12/06/2017 14:56:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",1.0,1.0,700,,DEV,,,700
662,Senior Software Engineer,JavaScript,,,4.0,3800,400,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,36,Вища,Інший ВНЗ,False,Advanced (просунутий),"Веб-розробка,Фінанси та банкінг",12/06/2017 14:56:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,4.0,3800,,DEV,,,3800
663,Junior QA engineer,,Manual QA,1.5,1.0,570,220,Дніпро,більше 1000 осіб,Аутсорсингова,жіноча,27,Вища,ДНУ ім. Гончара,False,Intermediate (середній),"Desktop Applications,Веб-розробка",12/06/2017 14:56:51,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,570,,QA,,,570
664,Senior Software Engineer,C#/.NET,,,0.25,4000,1000,Харків,до 200 осіб,Продуктова,чоловіча,31,Вища,ХНУ ім. Каразіна,False,Advanced (просунутий),"Веб-розробка,Інше",12/06/2017 14:56:52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.25,4000,,DEV,,,4000
665,Junior QA engineer,,Manual QA,1.5,1.5,380,50,Дніпро,до 1000 осіб,Аутсорсингова,жіноча,25,Вища,НГУ [Дніпро],False,Intermediate (середній),"iOS,Веб-розробка",12/06/2017 14:57:01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,380,,QA,,,380
666,Sysadmin,,,,,200,0,Київ,до 10 осіб,Інша,чоловіча,25,Вища,Інший ВНЗ,False,Intermediate (середній),Корпоративні системи,12/06/2017 14:57:13,"Mozilla/5.0 (Linux; Android 5.1; m3 note Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.140 Mobile Safari/537.36",0.0,0.0,200,,,,,200
667,Product Manager,,,6.0,0.25,2500,1000,Київ,до 50 осіб,Продуктова,чоловіча,28,Неповна Вища,НАУ,False,Intermediate (середній),Інше,12/06/2017 14:57:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,0.25,2500,,,,,2500
668,Support,,,7.0,4.0,850,0,Львів,до 200 осіб,Продуктова,чоловіча,40,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),Телекомунікації,12/06/2017 14:57:28,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0,7.0,4.0,850,,,,,850
669,Technical Lead,PHP,,8.0,4.0,3800,0,Тернопіль,до 10 осіб,Інша,чоловіча,25,Вища,Інший ВНЗ,False,Advanced (просунутий),"Android, Веб-розробка",12/06/2017 14:57:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,4.0,3800,,SDEV,,,3800
670,Software Engineer,Python,,3.0,3.0,2000,0,Львів,до 50 осіб,Аутсорсингова,чоловіча,25,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,eCommerce",12/06/2017 14:58:02,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",3.0,3.0,2000,,DEV,,,2000
671,Software Engineer,Java,,1.5,1.0,1600,600,Львів,до 10 осіб,Продуктова,чоловіча,30,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),Веб-розробка,12/06/2017 14:58:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,1600,,DEV,,,1600
672,Senior QA engineer,,General QA,4.0,4.0,1500,0,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,28,Вища,НметАУ,False,Intermediate (середній),"Android, Веб-розробка",12/06/2017 14:59:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,1500,,QA,,,1500
673,Project manager,,,2.0,,2300,700,Київ,до 200 осіб,Продуктова,жіноча,31,Кандидат,КНУ ім. Шевченко,False,Upper-Intermediate (вище середнього),Мультимедіа,12/06/2017 14:59:09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,2300,,PM,,,2300
674,Sysadmin,,,1.0,1.0,100,0,Чернівці,до 10 осіб,Інша,чоловіча,23,Вища,Інший ВНЗ,False,Intermediate (середній),Телекомунікації,12/06/2017 14:59:25,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,100,,,,,100
675,QA engineer,,Manual QA,2.0,2.0,620,200,Дніпро,до 50 осіб,Аутсорсингова,чоловіча,32,Вища,КНЕУ,False,Pre-intermediate (нище середнього),"Android, Веб-розробка",12/06/2017 14:59:27,"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo S850 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,2.0,620,,QA,,,620
676,Software Engineer,Swift,,1.0,,1425,900,Київ,до 50 осіб,Продуктова,чоловіча,22,Неповна Вища,НТУУ «КПІ»,False,Advanced (просунутий),iOS,12/06/2017 14:59:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",1.0,0.0,1425,,DEV,,,1425
677,QA engineer,,Manual QA,6.0,2.0,1700,250,Дніпро,більше 1000 осіб,Аутсорсингова,чоловіча,28,Вища,ДНУ ім. Гончара,False,Intermediate (середній),"Android,iOS",12/06/2017 14:59:28,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:53.0) Gecko/20100101 Firefox/53.0,6.0,2.0,1700,,QA,,,1700
678,Director of Engineering / Program Director,,,,0.5,2900,0,Львів,до 10 осіб,Аутсорсингова,чоловіча,31,Вища,НТУУ «КПІ»,False,Advanced (просунутий),"Фінанси та банкінг,Інше",12/06/2017 14:59:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",10.0,0.5,2900,,SPM,,,2900
679,QA engineer,,Manual QA,3.0,1.0,1100,0,Дніпро,до 50 осіб,Продуктова,чоловіча,27,Дві вищих,ДНУ ім. Гончара,False,Pre-intermediate (нище середнього),Веб-розробка,12/06/2017 14:59:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,1100,,QA,,,1100
680,Software Engineer,Python,,3.0,1.0,2500,1000,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,26,Вища,НТУУ «КПІ»,False,Intermediate (середній),"Веб-розробка,Системне програмування",12/06/2017 14:59:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2500,,DEV,,,2500
681,Software Engineer,JavaScript,,5.0,3.0,1400,100,Вінниця,до 1000 осіб,Продуктова,чоловіча,27,Неповна Вища,Інший ВНЗ,True,Upper-Intermediate (вище середнього),"Веб-розробка,Корпоративні системи",12/06/2017 15:00:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",5.0,3.0,1400,,DEV,,,1400
682,Junior Software Engineer,JavaScript,,0.5,0.5,300,100,Одеса,до 10 осіб,Аутстафінгова,чоловіча,24,Вища,ОНУ ім. Мечникова,False,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 15:00:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,300,,DEV,,,300
683,Senior Software Engineer,JavaScript,,2.0,2.0,2500,1000,Київ,до 50 осіб,Аутсорсингова,чоловіча,24,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),Веб-розробка,12/06/2017 15:00:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,2500,,DEV,,,2500
684,Designer,,,5.0,2.0,1500,500,Київ,до 200 осіб,Продуктова,чоловіча,29,Вища,Інший ВНЗ,False,Intermediate (середній),Gamedev,12/06/2017 15:00:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,2.0,1500,,,,,1500
685,HR,,,1.5,1.5,250,100,Вінниця,до 200 осіб,Аутсорсингова,жіноча,22,Неповна Вища,ВНТУ,True,Intermediate (середній),Інше,12/06/2017 15:00:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,250,,,,,250
686,Senior Software Engineer,PHP,,6.0,1.0,2500,500,Київ,до 200 осіб,Продуктова,чоловіча,28,Середня,,False,Intermediate (середній),"Фінанси та банкінг,eCommerce",12/06/2017 15:00:49,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,1.0,2500,,DEV,,,2500
687,Software Engineer,JavaScript,,2.0,1.0,1700,1000,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,25,Дві вищих,ДонНТУ,False,Intermediate (середній),Веб-розробка,12/06/2017 15:00:58,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1700,,DEV,,,1700
688,Software Engineer,Swift,,1.0,1.0,800,500,Харків,до 200 осіб,Аутсорсингова,жіноча,32,Вища,ХАІ,False,Intermediate (середній),iOS,12/06/2017 15:01:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.0,1.0,800,,DEV,,,800
689,Junior Software Engineer,Python,,1.5,0.5,1200,500,Віддалено,до 10 осіб,Продуктова,чоловіча,25,Неповна Вища,Інший ВНЗ,False,Advanced (просунутий),Інше,12/06/2017 15:01:31,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,0.5,1200,,DEV,,,1200
690,QA engineer,,General QA,2.0,1.0,400,100,Харків,до 200 осіб,Аутсорсингова,чоловіча,26,Вища,ХНУ ім. Каразіна,False,Elementary (початковий),"Веб-розробка,Фінанси та банкінг",12/06/2017 15:01:32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,400,,QA,,,400
691,Project manager,,,8.0,2.0,2400,400,Харків,до 1000 осіб,Аутсорсингова,жіноча,33,Дві вищих,ХНУРЕ,False,Advanced (просунутий),Веб-розробка,12/06/2017 15:02:53,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,8.0,2.0,2400,,PM,,,2400
692,Software Engineer,Ruby/Rails,,2.0,1.0,1000,0,Харків,до 10 осіб,Стартап,жіноча,22,Вища,ХНУРЕ,True,Intermediate (середній),,12/06/2017 15:03:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",2.0,1.0,1000,,DEV,,,1000
693,QA engineer,,Manual QA,1.5,1.5,250,40,Суми,більше 1000 осіб,Продуктова,чоловіча,22,Неповна Вища,СумГУ,True,Pre-intermediate (нище середнього),"Веб-розробка,Телекомунікації",12/06/2017 15:03:10,"Mozilla/5.0 (Linux; Android 7.0; PRA-LA1 Build/HUAWEIPRA-LA1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,1.5,250,,QA,,,250
694,Data Scientist / Data Analyst,,,1.5,,1000,500,Київ,до 50 осіб,Продуктова,жіноча,23,Вища,КНУ ім. Шевченко,False,Advanced (просунутий),Gamedev,12/06/2017 15:03:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,1000,,,,,1000
695,Software Engineer,Ruby/Rails,,4.0,0.25,2450,400,Львів,до 50 осіб,Аутстафінгова,чоловіча,29,Вища,Львівська Політехніка,False,Intermediate (середній),Веб-розробка,12/06/2017 15:03:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",4.0,0.25,2450,,DEV,,,2450
696,Software Engineer,C#/.NET,,1.0,0.5,800,200,Херсон,до 10 осіб,Аутсорсингова,чоловіча,25,Вища,ХАІ,False,Intermediate (середній),Веб-розробка,12/06/2017 15:03:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,800,,DEV,,,800
697,Software Engineer,Python,,3.0,1.0,2000,500,Львів,до 200 осіб,Аутсорсингова,чоловіча,32,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Інше",12/06/2017 15:03:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3.0,1.0,2000,,DEV,,,2000
698,Senior Software Engineer,C++,,6.0,0.25,3000,200,Київ,до 1000 осіб,Аутсорсингова,чоловіча,26,Вища,НТУУ «КПІ»,False,Advanced (просунутий),Embedded,12/06/2017 15:03:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,0.25,3000,,DEV,,,3000
699,QA engineer,,Manual QA,5.0,4.0,1600,200,Дніпро,більше 1000 осіб,Аутсорсингова,жіноча,27,Вища,ДНУ ім. Гончара,False,Intermediate (середній),"Веб-розробка,Фінанси та банкінг",12/06/2017 15:03:53,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,4.0,1600,,QA,,,1600
700,Software Engineer,JavaScript,,,3.0,1800,150,Одеса,до 50 осіб,Продуктова,чоловіча,37,Вища,Інший ВНЗ,False,Intermediate (середній),"Веб-розробка,Телекомунікації",12/06/2017 15:04:18,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,3.0,1800,,DEV,,,1800
